Code,Name,결산월,상장일,시가총액,유통시가총액,"P/E(Adj., FY End)","P/B(Adj., FY End)","P/S(Adj., FY End)","P/FCF1(Adj., FY End)",EV/EBITDA,EV/EBIT,"DPS(보통주, 현금+주식, 연간)",year,수정주가,ROA,비유동부채,자산총계
A010950,S-Oil,12,19870527,16324504840000.0,5955179365632.0,15.3,2.38,0.53,-33.12,11.69,14.23,4800.0,2011,100000,2.75,564953000.0,9049990000.0
A010960,삼호개발,12,20050512,84125000000.0,64069600000.0,5.09,0.69,0.36,-120.02,1.81,2.19,70.0,2011,2070,10.91,2475646.0,125944800.0
A011000,진원생명과학,12,19871116,61041593250.0,47783359196.0,-8.67,2.02,3.24,-8.76,-8.31,-8.08,0.0,2011,4419,-17.66,8637799.0,56904977.0
A011040,경동제약,12,19960701,111642750000.0,52996813425.0,5.7,0.74,0.92,7.7,2.57,3.01,600.0,2011,4995,9.53,5953222.0,159958722.0
A011070,LG이노텍,12,20080724,2306774593500.0,1146005618051.0,13.02,1.83,0.62,-1.94,9.14,25.31,0.0,2011,67800,4.83,535325224.0,2429380176.0
A011080,형지I&C,12,20040702,9348300000.0,5513627340.0,26.4,0.27,0.15,-5.77,6.7,20.05,0.0,2011,483,0.43,1880383.0,45731216.0
A011090,에넥스,12,19950708,18553392000.0,8660723386.0,-1.15,0.37,0.11,-34.33,-3.36,-2.4,0.0,2011,452,-5.42,8508065.0,122491901.0
A011150,CJ씨푸드,12,19881126,109588857650.0,58608121071.0,16.59,2.82,0.77,-27.81,12.84,16.97,0.0,2011,2700,8.41,5170687.0,54570371.0
A011160,두산건설,12,19960130,578573982900.0,122773399171.0,90.44,0.64,0.23,-0.82,17.82,19.57,0.0,2011,24402,1.88,576109011.0,2986223388.0
A011170,롯데케미칼,12,19910530,12059010000000.0,5150403171000.0,10.93,1.92,1.19,16.19,7.61,9.12,1750.0,2011,298000,17.27,836597468.0,5677438913.0
A011200,현대상선,12,19951005,4878453447450.0,2922193615023.0,13.43,2.01,0.73,13.99,8.12,12.33,0.0,2011,148720,-9.65,4839674116.0,8340913279.0
A011210,현대위아,12,20110221,2791717911500.0,1193738578957.0,,0.0,0.0,0.0,,,500.0,2011,142500,3.3,469266591.0,2343841881.0
A011230,삼화전자,12,19870525,18123768000.0,9453357389.0,1.23,0.55,0.28,0.96,3.11,3.63,0.0,2011,4128,-7.65,9244670.0,54863433.0
A011280,태림포장,12,19881220,100544434800.0,31309536997.0,6.45,0.41,0.34,121.38,5.39,7.29,20.0,2011,1585,4.13,31842838.0,393880845.0
A011300,성안,12,19951110,44917709400.0,26811380741.0,8.47,0.28,0.28,-83.99,7.72,11.37,0.0,2011,835,3.66,18991799.0,127009792.0
A011320,유니크,12,19960701,58348498900.0,32167527444.0,7.21,1.17,0.32,-32.97,4.81,7.93,40.0,2011,2510,4.77,15165233.0,97784252.0
A011330,유니켐,12,19891214,49909782230.0,42997277391.0,3.05,1.02,0.24,-8.31,3.59,4.11,0.0,2011,11501,-114.41,1485083.0,50126285.0
A011370,서한,12,19960701,159595002675.0,137347459302.0,39.76,1.58,0.8,-33.26,26.55,27.32,0.0,2011,1490,1.88,3693220.0,107777966.0
A011390,부산산업,12,19900914,18532800000.0,8942076000.0,-14.55,0.54,1.14,-11.81,-28.09,-18.61,0.0,2011,13250,1.68,2721865.0,45081333.0
A011420,갤럭시아에스엠,12,19891114,49448508480.0,19388760175.0,88.52,1.79,0.91,-7.7,5.95,29.31,0.0,2011,1715,3.89,6529982.0,46564045.0
A011500,한농화성,12,20030109,56918832880.0,29358734000.0,4.78,0.95,0.32,-21.89,3.93,5.05,100.0,2011,3420,14.14,10000209.0,93830292.0
A011560,세보엠이씨,12,19961223,36117900000.0,20309095170.0,6.5,0.55,0.16,-3.76,2.91,3.26,150.0,2011,2600,5.45,498347.0,84519073.0
A011690,유양디앤유,12,19951221,38493510200.0,26164038883.0,40.9,1.23,0.28,-4.23,12.76,23.73,0.0,2011,993,3.08,5589461.0,102394199.0
A011700,한신기계,12,19870724,48073380300.0,36579035070.0,12.46,1.38,0.98,-61.16,8.75,8.93,45.0,2011,1175,7.28,2801232.0,43379152.0
A011720,현대페인트,12,19890530,21135779680.0,19218764463.0,-4.73,0.66,0.41,-1.53,-37.01,-26.25,0.0,2011,4534,0.75,18031129.0,71788285.0
A011760,현대상사,12,19771201,748048367000.0,364374359566.0,12.7,3.07,0.16,14.98,11.07,11.91,500.0,2011,23050,-6.73,67854441.0,808779050.0
A011780,금호석유,12,19880122,4652673801000.0,1767085509620.0,5.46,2.35,0.66,10.25,5.27,6.07,2000.0,2011,167500,-17.78,606003343.0,3199869251.0
A011790,SKC,12,19970718,2049772565800.0,1068956393065.0,10.56,1.33,0.94,16.47,7.7,10.24,500.0,2011,38100,0.55,401449512.0,1786275352.0
A011800,배명금속,12,19900714,58248334404.0,47338421370.0,-20.19,0.63,0.63,-3.85,-605.33,-237.03,0.0,2011,247,0.12,5539491.0,144992966.0
A011810,STX,12,19900912,1333435326600.0,757924639639.0,70.83,1.56,0.43,18.49,22.71,23.86,250.0,2011,853962,-7.3,320874099.0,2523599224.0
A012030,DB,12,19930106,189866688600.0,72111368330.0,8.59,0.68,0.59,-3.36,86.81,227.51,150.0,2011,864,0.35,65733504.0,433134249.0
A012160,영흥철강,12,20100125,62682222600.0,27504959277.0,8.04,0.53,0.42,-7.87,2.39,2.99,50.0,2011,1330,6.6,3210274.0,91333833.0
A012170,키위미디어그룹,12,19891220,47324231790.0,40022102825.0,-1.92,2.17,2.3,-3.14,-2.98,-2.4,0.0,2011,4128,-84.22,116042.0,12291797.0
A012200,계양전기,12,19880706,79870000000.0,38169873000.0,16.12,0.65,0.49,-26.65,5.99,11.01,50.0,2011,2955,3.23,3375636.0,146361278.0
A012280,영화금속,12,19900125,23191582980.0,17532836733.0,7.42,0.65,0.19,11.15,6.49,9.75,25.0,2011,604,-2.58,9617544.0,77976825.0
A012320,경동인베스트,12,19970307,156340800000.0,94018666896.0,3.19,0.42,0.1,1.74,-0.39,-0.56,1100.0,2011,56617,4.88,26889053.0,538644137.0
A012330,현대모비스,12,19890905,34557071365000.0,23440061506880.0,11.43,2.67,2.02,13.34,7.73,8.51,1750.0,2011,292000,17.06,725345000.0,11189659000.0
A012340,뉴인텍,12,19970212,68873873805.0,54678968414.0,150.18,3.01,1.44,-89.93,30.48,59.43,0.0,2011,4937,-2.2,3423546.0,41805542.0
A012400,허메스홀딩스,12,19880615,13604446800.0,4602384352.0,-0.36,0.41,0.39,-1.24,-2.6,-2.56,0.0,2011,464,-136.5,1351048.0,8566463.0
A012410,글로스텍,12,19890929,6351854850.0,5882452777.0,5.56,1.18,0.41,1.17,3.49,4.24,0.0,2011,4425,-103.61,261183.0,19275894.0
A012450,한화테크윈,12,19870527,4383225000000.0,2942897265000.0,23.56,4.34,1.88,154.92,15.11,19.74,500.0,2011,53200,7.12,461506662.0,2444360548.0
A012510,더존비즈온,12,19881028,378326925000.0,235281514658.0,19.6,6.84,4.23,25.61,12.31,14.47,0.0,2011,6700,3.52,15756018.0,88384562.0
A012600,청호컴넷,12,19900710,42744156000.0,21876459041.0,-2.56,0.4,0.55,-1.29,-9.22,-5.76,0.0,2011,3595,1.34,7898537.0,191072255.0
A012610,경인양행,12,19951005,139875000000.0,76651500000.0,20.77,0.85,0.88,-5.66,16.0,24.32,50.0,2011,4035,6.06,19028849.0,218551979.0
A012620,원일특강,12,19960701,31152000000.0,17186558400.0,4.02,0.46,0.16,-2.75,6.41,6.96,70.0,2011,5450,2.68,5770436.0,108083537.0
A012630,현대산업,12,19961016,2276602236000.0,1832664799980.0,23.99,1.04,0.96,-10.17,15.68,16.18,700.0,2011,12491,1.04,1068864467.0,5141496507.0
A012650,쌍용건설,12,19960701,214641036680.0,100301756441.0,11.52,0.5,0.1,-2.43,5.91,6.71,0.0,2011,343125,0.98,306147961.0,1566118242.0
A012690,모나리자,12,19881014,28818148940.0,9792407010.0,4.02,0.75,0.23,5.65,4.81,6.41,70.0,2011,2835,14.52,3030948.0,59443760.0
A012700,리드코프,12,19960701,86934997500.0,52334868495.0,4.49,0.79,0.48,-1.66,5.47,5.69,100.0,2011,4400,8.46,19806001.0,178501742.0
A012750,에스원,12,19960130,1960757584800.0,1255669157306.0,19.06,2.95,2.52,112.5,9.31,14.36,1250.0,2011,57900,12.33,59697921.0,810968903.0
A012790,신일제약,12,19990813,21290500000.0,11177512500.0,5.94,0.45,0.65,8.1,2.75,3.71,80.0,2011,1914,6.63,5229968.0,58169933.0
A012800,대창,12,19891205,221015710075.0,124210829062.0,4.77,0.73,0.19,17.87,5.87,6.86,0.0,2011,1110,10.14,34791808.0,390708457.0
A012860,서연전자,12,19960701,51514887960.0,20976862377.0,16.12,0.68,0.17,-4.63,5.38,16.84,50.0,2011,2158,0.8,22829116.0,212718100.0
A013000,세우글로벌,12,19890905,19142089640.0,13298009673.0,75.3,0.6,0.84,-7.2,13.21,20.7,0.0,2011,669,0.78,3818853.0,33597340.0
A013030,하이록코리아,12,19960701,208963111200.0,123434509786.0,9.05,1.48,1.61,-43.37,6.04,6.88,150.0,2011,17050,13.15,23715752.0,162394683.0
A013120,동원개발,12,19960701,57118294900.0,20379807620.0,11.83,0.3,0.52,0.95,8.54,8.69,200.0,2011,698,0.21,44537333.0,305815395.0
A013340,AJS,12,19960701,67950163820.0,51818794929.0,24.48,1.79,1.0,-6.99,11.96,21.87,0.0,2011,1125,-7.97,5192132.0,59650473.0
A013360,일성건설,12,19891202,27695564160.0,6162263026.0,8.04,0.23,0.22,13.37,9.73,10.62,200.0,2011,466,3.61,17063872.0,233881883.0
A013450,동성하이켐,12,19990611,42453383910.0,17006825594.0,5.57,1.11,0.27,5.81,2.91,3.41,150.0,2011,4400,13.74,4037730.0,58307763.0
A013520,화승알앤에이,12,19910222,150427619300.0,66880119541.0,-16.65,0.75,0.16,-3.3,6.49,9.65,250.0,2011,1390,3.94,22961427.0,417347677.0
A013570,디와이,12,19890530,593724525000.0,404445146430.0,7.58,1.6,0.74,-23.86,5.82,6.88,200.0,2011,12650,4.57,24040075.0,268590574.0
A013580,계룡건설,12,19960130,140215239900.0,78899115492.0,11.28,0.34,0.13,-1.74,11.71,11.94,100.0,2011,12650,2.96,202807492.0,1118006587.0
A013700,까뮤이앤씨,12,19891130,21221571600.0,8144839180.0,19.32,0.14,0.12,-1.27,11.25,13.13,0.0,2011,263,0.77,65109694.0,369215432.0
A013720,청보산업,12,19960701,12325741200.0,7246303251.0,9.1,1.06,0.53,6.96,6.85,11.97,50.0,2011,1730,1.5,5094380.0,22243228.0
A013780,아큐텍,12,19970818,9797004000.0,6360214997.0,-41.38,0.99,0.55,-7.02,13.18,54.61,0.0,2011,1707,0.85,4293659.0,31817235.0
A013810,스페코,12,19971103,38909068750.0,19438970748.0,-11.28,2.01,0.72,-58.33,-61.37,-44.36,0.0,2011,2620,1.27,19203038.0,65342113.0
A013990,아가방컴퍼니,12,20020117,245000000000.0,113288000000.0,7.0,0.61,0.45,6.97,3.64,4.31,80.0,2011,19200,4.17,37276756.0,182827869.0
A014100,보령메디앙스,12,19960701,116500000000.0,58366500000.0,41.93,1.24,0.24,-22.77,13.09,30.33,0.0,2011,19888,0.88,7502214.0,75473738.0
A014130,한익스프레스,12,19890725,26100000000.0,12846420000.0,5.17,1.1,0.13,5.05,3.03,3.86,0.0,2011,2230,7.25,1800986.0,56231484.0
A014160,대영포장,12,19900306,43885255260.0,28047066637.0,12.47,0.5,0.29,-1.27,9.86,17.95,0.0,2011,374,3.92,17880633.0,138265190.0
A014190,원익큐브,12,19960701,35102425000.0,13356472713.0,8.63,0.86,0.16,-22.32,8.42,10.3,10.0,2011,10739,5.3,18873459.0,86955858.0
A014200,광림,12,19960701,40836071025.0,26445439596.0,11.74,0.53,0.33,-9.64,10.42,15.51,40.0,2011,1040,-0.85,2375536.0,79367993.0
A014280,금강공업,12,19880910,60456751800.0,37791515550.0,13.13,0.24,0.16,-2.04,3.78,13.4,250.0,2011,2110,2.51,33884944.0,295387321.0
A014300,선진지주,12,19940114,36174600000.0,17602560360.0,4.96,0.68,17.15,-32.38,34.3,45.76,0.0,2011,21500,9.94,14647153.0,325222638.0
A014350,신일건업,12,19891111,22200000000.0,13644120000.0,8.66,0.11,0.07,148.35,7.43,7.76,0.0,2011,30650,-1.59,31840224.0,456527185.0
A014440,영보화학,12,19970827,60400000000.0,28086000000.0,9.72,0.68,0.58,-166.31,7.26,9.9,50.0,2011,3190,8.41,23907474.0,121426820.0
A014470,부방,12,19960701,71654673200.0,19676373261.0,34.38,0.76,0.16,-1.61,7.71,15.08,0.0,2011,726,4.72,9940076.0,155468898.0
A014530,극동유화,12,19910131,48480000000.0,29204352000.0,5.04,0.53,0.18,-5.41,5.81,6.21,700.0,2011,1690,6.72,8384743.0,154843662.0
A014570,고려제약,12,20001207,24695000000.0,12278354000.0,8.08,0.6,0.58,-7.8,6.41,7.9,70.0,2011,2610,5.19,2349971.0,56009342.0
A014580,백광소재,12,19910307,56545355000.0,20509000259.0,6.79,0.66,0.63,85.15,4.12,5.79,1000.0,2011,1965,7.04,16954136.0,129330653.0
A014590,티엘씨레저,12,20000106,35533686841.0,31703155400.0,-1.5,1.71,1.43,-2.81,-2.72,-2.4,,2011,48,-27.46,16173941.0,60934508.0
A014620,성광벤드,12,20010111,513370000000.0,268595184000.0,39.5,2.37,3.28,-31.24,27.4,30.49,150.0,2011,19000,14.31,37399290.0,344348061.0
A014680,한솔케미칼,12,19890520,194277354000.0,139452284701.0,11.8,1.11,0.78,-18.32,7.47,9.69,500.0,2011,18750,8.93,8521798.0,199337702.0
A014790,한라,12,19940812,425000000000.0,256742500000.0,6.79,0.66,0.22,-1.42,8.6,8.79,600.0,2011,11600,4.35,380708580.0,1392487987.0
A014820,동원시스템즈,12,19940329,162805167000.0,30281761062.0,32.15,1.75,0.46,2.75,10.75,12.81,0.0,2011,11650,-2.79,76859851.0,357037607.0
A014830,유니드,12,20041203,472149447300.0,207840186701.0,5.09,0.89,0.77,6.96,3.65,4.04,750.0,2011,37904,6.92,45302868.0,461455629.0
A014910,성문전자,12,19900324,36574428285.0,22233594954.0,8.28,1.12,0.66,78.23,6.49,7.65,30.0,2011,2040,3.12,874217.0,41397020.0
A014940,오리엔탈정공,12,20011226,74518743140.0,41611266169.0,-18.34,0.49,0.19,1.08,17.42,27.64,0.0,2011,36373,2.99,35305467.0,362375742.0
A014970,삼륭물산,12,19960701,22082500000.0,5615579750.0,5.37,0.68,0.67,4.26,3.03,4.24,50.0,2011,1830,8.29,1943251.0,47336162.0
A014990,인디에프,12,19890620,53039695500.0,16447609575.0,-10.9,0.7,0.27,-1.33,10.32,28.26,0.0,2011,606,-1.38,16567278.0,241748908.0
A015020,이스타코,12,19881223,16369311200.0,5874945790.0,-5.79,0.41,2.62,-33.21,-17.74,-12.63,0.0,2011,278,5.14,573317.0,82307196.0
A015110,중앙건설,12,19941105,9093850860.0,6959524063.0,-0.15,0.23,0.05,-0.21,-2.65,-2.63,0.0,2011,1165,-2.2,27392197.0,710814827.0
A015230,대창단조,12,19890725,66000000000.0,37329600000.0,3.97,0.83,0.19,-21.35,3.21,4.26,1000.0,2011,25092,3.28,12991738.0,91352756.0
A015260,에이엔피,12,19880118,18083192422.0,14820984509.0,12.47,0.36,0.05,43.18,6.11,11.16,0.0,2011,951,-1.18,4101389.0,93823507.0
A015350,부산가스,12,19970623,212300000000.0,108081930000.0,8.15,0.68,0.24,6.17,2.99,4.56,1000.0,2011,18600,3.53,48295903.0,548892354.0
A015360,예스코,12,19961224,144300000000.0,65483340000.0,3.85,0.22,0.13,3.37,1.38,2.13,1500.0,2011,25500,2.31,171619116.0,999329295.0
A015390,엘앤씨피,12,20010809,18513257500.0,11176453553.0,-6.7,2.65,8.2,13.23,-12.72,-12.58,0.0,2011,97,-26.12,1274620.0,24439271.0
A015540,메디플란트,12,19890902,9575256210.0,6286155702.0,-1.26,0.43,1.0,-1.29,-2.28,-2.14,0.0,2011,9220,-11.6,76322.0,33088838.0
A015590,대경기계,12,19890527,157650883200.0,51094651245.0,23.48,2.4,0.97,-3.9,13.55,17.48,0.0,2011,1658,9.09,23474890.0,189879057.0
A015710,코콤,12,19970930,34009170000.0,9685811616.0,26.4,0.53,0.5,557.13,19.17,30.42,25.0,2011,2160,1.73,7858468.0,87832771.0
A015750,성우하이텍,12,19960701,968000000000.0,529399200000.0,4.47,1.16,0.71,-12.68,4.31,5.23,200.0,2011,11027,15.18,152585969.0,757825039.0
A015760,한국전력,12,19890810,16776995668800.0,7712384908947.0,-315.45,0.46,0.49,-5.01,15.55,52.34,0.0,2011,25550,-0.11,20810070180.0,69985450761.0
A015860,일진홀딩스,12,19900322,187767172815.0,54659024006.0,22.4,0.67,8.94,83.08,16.85,19.08,50.0,2011,2120,3.39,32688172.0,305037677.0
A015890,태경산업,12,19960130,131967806250.0,50781211845.0,6.03,0.83,1.14,-27.42,4.06,5.07,150.0,2011,3165,10.68,7618374.0,185481297.0
A016090,대현,12,19900920,54791595100.0,27001298065.0,3.53,0.54,0.27,-5.17,2.53,3.05,22.0,2011,1525,5.48,13735584.0,143887482.0
A016100,리더스코스메틱,12,20030115,91852836000.0,54753475540.0,-186.07,2.27,1.88,-243.15,91.19,-197.02,0.0,2011,7950,1.74,945861.0,35575898.0
A016140,웨스테이트,6,19960701,42300000000.0,9957420000.0,-3.27,0.23,0.77,1.31,-22.25,-8.44,0.0,2011,4455,-1.44,12355243.0,71337566.0
A016160,오라바이오틱스,12,19890626,2286274015.0,1999117999.0,,,,,,,,2011,55,,,
A016170,로엔,12,20010111,168189838250.0,54560783528.0,22.13,2.79,1.56,10.11,9.79,22.86,170.0,2011,13300,5.08,143795.0,99336625.0
A016250,이테크건설,12,19991228,234920000000.0,71392188000.0,11.67,0.77,0.17,4.34,6.07,6.27,500.0,2011,52800,2.59,17893365.0,262024630.0
A016380,동부제철,12,19860203,489181105560.0,237595262970.0,-12.55,0.19,0.09,-0.85,10.62,26.74,0.0,2011,506934,1.21,812978737.0,4462111542.0
A016450,한세예스24홀딩스,12,20000106,89847742770.0,13558024384.0,16.97,0.79,11.82,14.15,16.41,16.54,80.0,2011,4279,6.39,4465654.0,131631125.0
A016510,현대DSF,12,19941227,95850000000.0,56465235000.0,4.79,0.59,0.98,4.7,1.78,2.24,,2011,13600,7.69,10743850.0,208029348.0
A016570,태평양제약,12,19880922,53040017050.0,18272285874.0,9.0,0.82,0.41,11.56,2.88,3.65,300.0,2011,20700,8.55,6547840.0,113452070.0
A016580,환인제약,12,19960703,135036508200.0,72838692523.0,7.49,0.81,1.22,11.44,3.26,3.65,250.0,2011,5900,12.74,1345676.0,118945832.0
A016590,신대양제지,12,19951221,57094801200.0,21262103967.0,4.53,0.36,0.27,50.98,3.71,5.46,500.0,2011,15700,4.58,55951839.0,297407540.0
A016670,포비스티앤씨,12,19960701,79397089240.0,33743762927.0,6.6,7.17,0.68,-33.98,7.03,7.09,0.0,2011,946,-23.72,304921.0,7036484.0
A016710,대성홀딩스,12,19991222,198704818650.0,28315436658.0,7.16,0.61,2.83,5.47,7.36,7.46,200.0,2011,7140,9.14,63034041.0,339428208.0
A016800,퍼시스,12,19961224,289800000000.0,101574900000.0,11.68,1.16,1.43,14.61,5.53,6.42,700.0,2011,29350,9.75,10642212.0,339375533.0
A016880,웅진,12,19941105,593674314400.0,91782049006.0,7.96,0.1,0.18,1.88,18.81,19.38,0.0,2011,7983,0.36,699487886.0,1783792095.0
A016920,카스,12,19960701,26121190880.0,12971783391.0,21.04,0.47,0.24,-2.9,11.21,16.51,50.0,2011,1258,3.58,8811501.0,88634648.0
A017000,신원종합개발,12,19960701,22653062550.0,11668592520.0,-1.27,0.41,0.17,0.79,-2.46,-2.35,0.0,2011,1560,-18.65,14691237.0,177792743.0
A017040,광명전기,12,19900914,93609248400.0,66050685671.0,241.21,1.37,1.06,31.98,24.48,56.98,0.0,2011,3405,0.31,2697698.0,82913729.0
A017160,세븐코스프,12,19960701,4645816664.0,4484142244.0,-0.34,2.79,1.49,-1.67,-0.52,-0.51,,2011,11,,,
A017170,훈영,12,19950708,5607684600.0,3990989130.0,-2.1,2.06,0.5,-11.43,-4.8,-4.8,,2011,60,6.13,20503353.0,34859086.0
A017180,명문제약,12,20080710,40755000000.0,15874072500.0,11.71,0.57,0.36,-17.81,6.58,8.4,51.0,2011,3230,2.74,13110147.0,117479467.0
A017250,인터엠,9,19960701,29866665600.0,12457386222.0,22.88,0.41,0.41,9.28,4.94,17.33,100.0,2011,1260,1.92,4095745.0,96262216.0
A017370,우신시스템,12,20020528,56560000000.0,31911152000.0,7.91,0.61,0.46,10.03,6.2,7.97,100.0,2011,2820,4.2,20024956.0,100245220.0
A017390,서울가스,12,19950818,242500000000.0,18915000000.0,5.52,0.48,0.16,-30.76,1.99,2.93,1250.0,2011,49750,4.14,57604616.0,826930351.0
A017480,삼현철강,12,20010109,58728808600.0,23597235295.0,6.62,0.61,0.36,-15.24,3.42,3.78,125.0,2011,3460,4.95,9989069.0,123166706.0
A017510,세명전기,12,19960701,82785780000.0,41947554726.0,48.46,1.84,5.64,-23.97,22.11,39.03,70.0,2011,5450,4.9,5587598.0,55956901.0
A017550,수산중공업,12,19910830,68612802400.0,30765980596.0,7.17,1.23,0.62,7.06,5.01,5.99,25.0,2011,1550,-0.07,3504262.0,71885382.0
A017650,대림제지,12,19960701,16830000000.0,5506776000.0,4.36,0.39,0.26,-14.14,5.0,6.86,0.0,2011,1950,6.38,14636174.0,70760035.0
A017670,SK텔레콤,12,19891107,12838568049000.0,8270605537166.0,9.93,1.08,1.12,8.24,4.21,9.1,9400.0,2011,141500,6.8,4761549871.0,19297633101.0
A017680,데코앤이,12,19960701,42312070300.0,9181719255.0,-1.01,2.77,0.13,6.71,-9.18,-7.07,0.0,2011,1758,-6.96,14589283.0,69751987.0
A017800,현대엘리베이,12,19960703,1261070277500.0,701533395373.0,9.47,2.09,1.58,13.24,10.77,11.11,500.0,2011,71584,-18.89,264257350.0,1009696016.0
A017810,풀무원,12,19951005,152363800000.0,46958523160.0,24.98,0.8,0.12,1.74,8.0,24.79,1020.0,2011,3250,2.97,109679225.0,296854820.0
A017890,한국알콜,12,19960701,86639097600.0,41933323238.0,7.51,0.56,0.54,-6.81,6.24,7.66,50.0,2011,4115,7.82,10955569.0,189374343.0
A017900,광전자,12,19961016,249158180900.0,120592559556.0,10.86,0.91,0.58,9.61,7.59,15.67,0.0,2011,3195,1.0,38175952.0,130885940.0
A017940,E1,12,19970827,335454000000.0,135791779200.0,7.3,0.41,0.07,-1.73,11.08,13.87,1500.0,2011,53100,-7.27,585307434.0,2274900933.0
A017960,한국카본,12,19950708,202075000000.0,122538280000.0,21.59,0.91,1.3,9.97,8.28,13.46,80.0,2011,5630,11.9,1508427.0,201977116.0
A018000,유니슨,12,19960701,103886969175.0,80481235020.0,-2.22,2.45,1.78,-9.15,-12.91,-7.0,0.0,2011,6982,-6.83,102377437.0,389657530.0
A018120,진로발효,12,19960701,157080000000.0,49244580000.0,12.27,1.7,2.21,58.51,5.71,6.42,500.0,2011,13212,16.56,520857.0,102397747.0
A018290,지엠피,12,19960701,16086156004.0,13867875091.0,-4.31,0.5,0.24,4.12,29.76,-21360.67,0.0,2011,2904,-0.7,11393583.0,89731727.0
A018310,삼목에스폼,12,19960701,47922000000.0,33047011200.0,8.16,0.68,0.32,-43.98,1.52,8.34,50.0,2011,2972,4.18,7106094.0,115327668.0
A018470,조일알미늄,12,19881122,76560000000.0,12433344000.0,4.69,0.49,0.18,5.68,4.77,6.11,200.0,2011,878,4.95,5830235.0,263210395.0
A018500,동원금속,3,19951110,70216000000.0,50127202400.0,6.0,1.77,0.34,5.91,5.26,8.39,50.0,2011,1607,2.3,44221080.0,224797629.0
A018620,우진비앤지,12,20080520,10560000000.0,4284192000.0,15.09,0.77,0.6,11.76,7.59,15.31,60.0,2011,1078,3.62,3176547.0,22772149.0
A018670,SK가스,12,19970827,358089597500.0,123326057379.0,4.01,0.45,0.07,-2.28,7.18,8.57,1700.0,2011,69805,-1.81,158610409.0,1723351881.0
A018680,서울제약,12,20000818,14875000000.0,5683737500.0,12.62,0.81,0.39,-18.96,7.36,10.68,60.0,2011,4850,3.72,8686243.0,36630681.0
A018700,바른손,3,19960701,29785423395.0,20012825979.0,6.27,0.54,0.54,10.57,35.78,-47.54,0.0,2011,6328,-4.36,2058740.0,51912631.0
A018880,한온시스템,12,19960731,2604944000000.0,781743694400.0,10.54,1.92,1.19,40.25,6.67,8.25,664.0,2011,4360,11.43,19751218.0,1369185342.0
A019010,그랜드백화점,12,19960701,38126200000.0,24030943860.0,-5.99,0.19,0.3,0.49,16.89,38.13,0.0,2011,600,-1.57,42820833.0,528595771.0
A019170,신풍제약,12,19900120,159374066300.0,89179269760.0,6.09,0.78,0.59,-26.63,4.85,5.57,80.0,2011,4324,7.36,58582465.0,306228927.0
A019180,티에이치엔,12,19960731,28530000000.0,11962629000.0,9.89,0.72,0.28,4.97,7.44,9.34,55.0,2011,1375,-6.13,6453705.0,84367398.0
A019210,와이지-원,12,19970806,173986501500.0,88698318465.0,8.4,1.06,0.55,7.57,5.99,9.82,200.0,2011,16650,-7.95,38841637.0,190838236.0
A019260,엔케이바이오,12,19960701,114624257600.0,105752340062.0,-5.81,1.84,13.66,-6.96,-8.58,-6.17,0.0,2011,1565,-27.84,2494083.0,46809236.0
A019300,태림페이퍼,12,19950818,55962900000.0,19122522930.0,3.94,0.34,0.26,7.35,4.41,7.45,20.0,2011,1655,4.73,36425289.0,281814604.0
A019490,하이트론,12,19981104,23367355375.0,12812320952.0,-6.48,0.33,0.19,436.02,-22.23,-6.83,0.0,2011,7160,-0.46,4039724.0,98207612.0
A019540,일지테크,12,19960701,37702665000.0,20532871359.0,5.14,0.71,0.53,-3.58,2.36,4.34,40.0,2011,2210,8.52,2071517.0,57208365.0
A019680,대교,12,20040203,468406760500.0,142536177220.0,12.63,0.84,0.73,18.76,4.43,7.75,260.0,2011,6240,7.34,63062361.0,808725122.0
A019990,에너토크,12,20060201,49326778400.0,33177191152.0,16.02,3.33,2.63,27.14,10.07,12.1,80.0,2011,5389,19.22,1079223.0,21868380.0
A020000,한섬,12,19960703,564027000000.0,307451117700.0,6.26,0.74,1.01,8.66,4.11,4.5,470.0,2011,29700,9.86,15922481.0,550958877.0
A020120,키다리스튜디오,12,19960703,9956035105.0,4914298928.0,-47.69,2.9,1.92,-6.38,53.02,206.37,0.0,2011,1790,1.12,171322.0,12000293.0
A020150,일진머티리얼즈,12,20110304,1013320000000.0,298828068000.0,,0.0,0.0,0.0,,,50.0,2011,16458,7.67,18782867.0,188841789.0
A020180,대신정보통신,3,19960701,15602139490.0,8414233827.0,16.77,0.83,0.2,5.02,4.28,9.23,0.0,2011,385,3.16,113403.0,25812139.0
A020400,대동금속,12,19960701,12600000000.0,3763620000.0,34.29,2.57,0.27,-10.93,7.44,26.91,400.0,2011,5580,0.52,2746678.0,19452449.0
A020560,아시아나항공,12,20080328,1753593007600.0,817875778745.0,7.75,1.71,0.33,2.24,6.65,9.62,0.0,2011,6450,-4.51,2549883783.0,5814972151.0
A020710,시공테크,12,19990813,65805792000.0,35976026486.0,3.6,0.87,0.72,2.97,1.25,1.26,60.0,2011,3495,0.92,1081984.0,70018820.0
A020760,일진디스플,12,20020109,299895971600.0,157115499521.0,28.71,5.65,2.55,-8.55,17.58,25.3,100.0,2011,11600,0.94,2843349.0,69560295.0
A021040,대호피앤씨,12,19960827,36056490000.0,22614630528.0,25.26,2.32,0.32,-20.66,11.37,15.38,0.0,2011,896,-5.47,1370501.0,92590455.0
